"Promoter Name"	"Absolute-Plus-1-Position"	"Component-Of"
PM0-9515	3453517	COLI-K12-69 // TU0-14375
PM0-3664	1888585	COLI-K12-37 // TU0-3464
PM0-44732	1118846	COLI-K12-22
PM0-8908	2947178	COLI-K12-59 // TU0-8472
PM00119	259382	COLI-K12-5 // TU00086
PM0-44657	914300	COLI-K12-18
PM0-45099	1892124	COLI-K12-37
PM00019	2244964	COLI-K12-45 // TU00014
PM00569	455870	COLI-K12-9 // TU00419
PM0-45024	1737879	COLI-K12-34
PM0-45460	2861559	COLI-K12-57
PM00492	4153101	COLI-K12-83 // TU0-6886
PM0-45828	3710120	COLI-K12-74
PM0-45385	2627274	COLI-K12-52
PM0-10331	2166373	COLI-K12-43 // TU0-7744
PM0-45753	3524341	COLI-K12-70
PM0-46311	3170345	COLI-K12-63 // TU0-8758
PM0-10172	4118421	COLI-K12-82 // TU0-14669
PM0-44355	131307	COLI-K12-2
PM0-46120	440692	COLI-K12-8 // TU0-8529
PM0-9399	1080530	COLI-K12-21 // TU0-13115
PM0-36248	2588992	COLI-K12-51 // TU0-14237
PM0-44716	1094419	COLI-K12-21
PM0-8842	742021	COLI-K12-14 // TU0-8455
PM00099	812685	COLI-K12-16 // TU00070
PM0-44641	858329	COLI-K12-17
PM0-45083	1873672	COLI-K12-37
PM00002	2145583	COLI-K12-43 // TU00002
PM00553	156235	COLI-K12-3 // TU00263
PM0-45008	1691012	COLI-K12-33
PM0-45444	2765666	COLI-K12-55
PM00476	3950411	COLI-K12-79 // TU526
PM0-45812	3654133	COLI-K12-73
PM0-45369	2548576	COLI-K12-51
PM0-10266	2543815	COLI-K12-51 // TU0-13624
PM0-45737	3477007	COLI-K12-69
PM0-46279	1509623	COLI-K12-30 // TU0-42535
PM0-10151	3783258	COLI-K12-75 // TU0-13998
PM0-44340	11825	COLI-K12-0
PM0-46102	4598233	COLI-K12-92
PM0-9364	1144096	COLI-K12-22 // TU0-14273
PM0-36233	1023661	COLI-K12-20 // TU0-8809
PM0-44700	1049057	COLI-K12-21
PM0-8733	1120255	COLI-K12-22 // TU0-8352
PM00078	4205650	COLI-K12-84 // TU00056
PM0-44624	821871	COLI-K12-16
PM0-45067	1831241	COLI-K12-36
PM0-9985	485716	COLI-K12-9 // TU0-12944
PM00537	2796558	COLI-K12-56 // TU00393
PM0-44992	1653723	COLI-K12-33
PM0-45428	2739724	COLI-K12-54
PM00458	3879864	COLI-K12-77 // TU0-3301
PM0-45796	3609864	COLI-K12-72
PM0-45353	2502515	COLI-K12-50
PM0-10238	3906470	COLI-K12-78 // TU0-14694
PM932	4194882	COLI-K12-84 // TU787
PM0-46203	3334855	COLI-K12-66 // TU0-42495
PM0-45721	3411623	COLI-K12-68
PM0-4421	3791962	COLI-K12-76 // TU0-4181
PM0-10131	3299323	COLI-K12-66 // TU0-14656
PM0-9303	4600200	COLI-K12-92 // TU0-8869 // TU0-8867
PM0-46086	4562816	COLI-K12-91
PM0-44684	997037	COLI-K12-20
PM0-36218	1027060	COLI-K12-20 // TU0-13101
PM00050	4339673	COLI-K12-87 // TU00040
PM0-8643	3646005	COLI-K12-73 // TU0-8263
PM0-45051	1790784	COLI-K12-35
PM0-4461	2734028	COLI-K12-54 // TU0-4221
PM00521	953074	COLI-K12-19 // TU00383
PM0-9969	309343	COLI-K12-6 // TU0-12878
PM0-45412	2710827	COLI-K12-54
PM0-44976	1622583	COLI-K12-32 // TU0-41801
PM0-45780	3595981	COLI-K12-72
PM00440	3316319	COLI-K12-66 // TU343 // TU0-6223 // TU00517
PM0-10205	255914	COLI-K12-5 // TU0-14680
PM0-45337	2453676	COLI-K12-49
PM0-46176	1403775	COLI-K12-28 // TU0-8839
PM7	1461533	COLI-K12-29 // TU7
PM0-3847	1073249	COLI-K12-21 // TU0-3645
PM0-45705	3386280	COLI-K12-67
PM0-8938	4404067	COLI-K12-88 // TU0-8502
PM0-10114	2913065	COLI-K12-58 // TU0-13735
PM0-44668	946350	COLI-K12-18
PM0-46070	4509667	COLI-K12-90
PM0-3823	1561131	COLI-K12-31 // TU0-3623
PM0-36185	3906579	COLI-K12-78 // TU0-36419
PM0-8920	2301717	COLI-K12-46 // TU0-8484
PM0-8542	899849	COLI-K12-18 // TU0-8161
PM0-44665	945062	COLI-K12-18
PM0-44593	728602	COLI-K12-14
PM00029	1397576	COLI-K12-28 // TU00022
PM0-9890	3066858	COLI-K12-61 // TU0-13799
PM0-45032	1745106	COLI-K12-35
PM0-44960	1568601	COLI-K12-31
PM00501	4377026	COLI-K12-87 // TU243
PM00422	2802621	COLI-K12-56 // TU704
PM0-45393	2640956	COLI-K12-52
PM0-45321	2405436	COLI-K12-48
PM0-45761	3534766	COLI-K12-70
PM641	910299	COLI-K12-18 // TU541
PM0-10181	4361353	COLI-K12-87 // TU0-14671
PM0-45689	3360000	COLI-K12-67
PM0-46129	2620999	COLI-K12-52 // TU0-42452
PM0-10095	2576630	COLI-K12-51 // TU0-14644
PM0-36255	3542880	COLI-K12-71 // TU0-8772
PM0-46054	4477687	COLI-K12-89
PM0-8864	1590506	COLI-K12-31 // TU00284
PM0-36136	4603775	COLI-K12-92 // TU0-36402
PM0-44649	889161	COLI-K12-17
PM0-8342	1250226	COLI-K12-25 // TU0-7962
PM00010	2739223	COLI-K12-54 // TU00008
PM0-44577	675783	COLI-K12-13
PM0-45016	1717697	COLI-K12-34
PM0-9864	4395069	COLI-K12-88 // TU0-14561
PM00484	4107930	COLI-K12-82 // TU0-6485
PM0-44944	1530891	COLI-K12-30
PM0-45377	2561431	COLI-K12-51
PM00405	2435906	COLI-K12-48 // TU0-5182
PM0-45745	3509639	COLI-K12-70
PM0-45305	2379603	COLI-K12-47
PM0-10160	3957864	COLI-K12-79 // TU0-14034
PM562	1236761	COLI-K12-24 // TU462
PM0-46110	4622261	COLI-K12-92
PM0-45673	3305931	COLI-K12-66
PM0-36240	1667696	COLI-K12-33 // TU0-13341
PM0-10077	2135887	COLI-K12-42 // TU0-8723
PM0-8746	1289443	COLI-K12-25 // TU0-8364
PM0-46038	4435694	COLI-K12-88
PM0-44632	844732	COLI-K12-16
PM0-3321	3467918	COLI-K12-69 // TU0-3141
PM0-9993	668295	COLI-K12-13 // TU0-13009
PM0-8161	3346443	COLI-K12-67 // TU0-7781
PM0-45000	1667654	COLI-K12-33
PM0-44561	661624	COLI-K12-13
PM00467	3882088	COLI-K12-77 // TU743
PM0-9841		TU0-13524
PM0-45361	2516406	COLI-K12-50
PM0-44928	1500347	COLI-K12-30
PM981	4338579	COLI-K12-87 // TU00235
PM00380	1860642	COLI-K12-37 // TU0-4904
PM0-45729	3436695	COLI-K12-68 // TU0-13910
PM0-45289	2342306	COLI-K12-46
PM0-10142	3474563	COLI-K12-69 // TU0-14661
PM449	3740641	COLI-K12-75 // TU368
PM0-46094	4589370	COLI-K12-92
PM0-45657	3285386	COLI-K12-65
PM0-36226	398678	COLI-K12-8 // TU0-8554
PM0-10060	1864530	COLI-K12-37 // TU0-13400
PM0-8715	2693789	COLI-K12-54 // TU0-8335
PM0-46022	4377456	COLI-K12-87
PM0-44617	799932	COLI-K12-16
PM0-2623	4465370	COLI-K12-89 // TU0-2443
PM0-9977	418712	COLI-K12-8 // TU0-12918
PM0-7861	2220142	COLI-K12-44 // TU0-7501
PM0-44984	1636323	COLI-K12-32
PM0-44545	632740	COLI-K12-12
PM00448	3590401	COLI-K12-72 // TU0-5981
PM0-9819		TU0-14536
PM0-45345	2471558	COLI-K12-49
PM0-44912	1489671	COLI-K12-29
PM823	2855041	COLI-K12-57 // TU723
PM00364	1146014	COLI-K12-22 // TU602
PM0-45713	3401447	COLI-K12-68
PM0-45274	2280459	COLI-K12-45
PM0-10123	3136722	COLI-K12-62 // TU0-8753
PM361	2708208	COLI-K12-54 // TU281
PM0-46078	4522249	COLI-K12-90
PM0-45641	3250847	COLI-K12-65
PM0-36202	3469605	COLI-K12-69 // TU0-36426
PM0-10044	1625515	COLI-K12-32 // TU0-13310
PM0-8604	4010860	COLI-K12-80 // TU0-8224
PM0-46006	4299259	COLI-K12-86
PM0-44602	773932	COLI-K12-15
PM0-2221	141360	COLI-K12-2 // TU0-2041
PM0-9961	134339	COLI-K12-2 // TU0-12813
PM0-7521	3851280	COLI-K12-77 // TU0-7181
PM0-44968	1612823	COLI-K12-32
PM0-44529	571537	COLI-K12-11
PM00430	3098812	COLI-K12-62 // TU0-6569
PM0-9800		TU0-14520
PM0-45329	2432962	COLI-K12-48
PM0-44896	1435008	COLI-K12-28
PM67	1189731	COLI-K12-23 // TU66
PM00348	709946	COLI-K12-14 // TU0-1283
PM0-45697	3378178	COLI-K12-67
PM0-45259	2255518	COLI-K12-45
PM0-10104	2798143	COLI-K12-56 // TU0-13711
PM327	2663423	COLI-K12-53 // TU0-3982
PM0-46062	4499081	COLI-K12-90
PM0-45625	3234387	COLI-K12-64
PM0-36158	3331538	TU0-42628 // COLI-K12-66 // TU00338
PM0-10025	1236508	COLI-K12-24 // TU0-8686
PM0-8523	2576592	COLI-K12-51 // TU0-8143
PM0-45990	4258182	COLI-K12-85
PM0-44585	688435	COLI-K12-13
PM0-1961	1257765	COLI-K12-25 // TU0-1781
PM0-9877	4601342	COLI-K12-92 // TU0-14571
PM0-7141	2087989	COLI-K12-41 // TU0-42511 // TU00285
PM0-44952	1542787	COLI-K12-30
PM0-44513	556190	COLI-K12-11
PM00414	2638664	COLI-K12-52 // TU0-6506
PM0-9779		TU0-14500
PM0-45313	2383827	COLI-K12-47
PM0-44880	1418473	COLI-K12-28
PM590	460529	COLI-K12-9 // TU490
PM00331	236017	COLI-K12-4 // TU0-6648
PM0-45681	3332877	COLI-K12-66
PM0-45244	2223701	COLI-K12-44
PM0-10086	2459001	COLI-K12-49 // TU0-13597
PM204	4638711	COLI-K12-92 // TU348
PM0-46046	4456069	COLI-K12-89
PM0-45609	3197823	COLI-K12-64
PM0-3541	892959	COLI-K12-17 // TU00322
PM0-10007	980154	COLI-K12-19 // TU0-13090
PM0-8201	655749	COLI-K12-13 // TU0-7821
PM0-45974	4194742	COLI-K12-84
PM0-44569	675929	COLI-K12-13
PM0-1582	103561	COLI-K12-2 // TU0-1422
PM0-9851		TU0-13697
PM0-5763	3809198	COLI-K12-76 // TU0-5523
PM0-44936	1515245	COLI-K12-30
PM0-44497	504079	COLI-K12-10
PM00388	1992903	COLI-K12-39 // TU0-6559
PM0-9761		TU0-13413
PM0-45297	2362547	COLI-K12-47
PM0-44864	1388663	COLI-K12-27
PM505	3558914	COLI-K12-71 // TU403
PM00315	3544427	COLI-K12-71 // TU00229
PM0-45665	3296196	COLI-K12-66
PM0-45229	2186494	COLI-K12-43
PM0-10068	1977250	COLI-K12-39 // TU0-13446
PM175	3515622	COLI-K12-70 // TU874
PM0-46030	4425549	COLI-K12-88
PM0-45593	3167710	COLI-K12-63
PM0-2881	2069341	COLI-K12-41 // TU0-2701
PM-8817	2764729	COLI-K12-55 // TU-8431
PM0-7982	531524	COLI-K12-10 // TU0-7602
PM0-45958	4100807	COLI-K12-82
PM0-44553	645826	COLI-K12-12
PM0-1348	2729354	COLI-K12-54 // TU0-1188
PM0-9832		TU0-14549
PM0-5322	1695099	COLI-K12-34 // TU0-5082
PM0-44920	1494706	COLI-K12-30
PM0-44481	452908	COLI-K12-9
PM00372	1733347	COLI-K12-34 // TU0-1681
PM0-9741	63588	COLI-K12-1 // TU0-14488
PM0-45281	2304880	COLI-K12-46
PM0-44848	1337259	COLI-K12-26
PM435	4638704	COLI-K12-92 // TU354
PM00290	3931345	COLI-K12-78 // TU00206
PM0-45649	3265248	COLI-K12-65
PM0-45213	2145668	COLI-K12-43
PM0-10052	1715307	COLI-K12-34 // TU0-14629
PM1037	3513175	COLI-K12-70 // TU877
PM0-46014	4354485	COLI-K12-87
PM0-45577	3147520	COLI-K12-63
PM0-2482	222714	COLI-K12-4 // TU0-2302
PM0-45942	4062502	COLI-K12-81
PM0-7682	2577330	COLI-K12-51 // TU0-7342
PM0-1182	2798678	COLI-K12-56 // TU0-1022
PM0-44537	605634	COLI-K12-12
PM0-5141	3656265	COLI-K12-73 // TU0-4901
PM0-9810	1846048	COLI-K12-37 // TU0-14527
PM0-44465	393685	COLI-K12-7
PM0-44904	1480897	COLI-K12-29
PM0-9717	1189714	COLI-K12-23 // TU0-14468
PM00356	984966	COLI-K12-19 // TU0-6482
PM0-44832	1310438	COLI-K12-26
PM0-45267	2265764	COLI-K12-45
PM00265	1617117	COLI-K12-32 // TU00190
PM335	4049966	COLI-K12-81 // TU0-6505
PM0-45197	2096499	COLI-K12-42
PM0-45633	3248494	COLI-K12-65
PM00670	2816719	COLI-K12-56 // TU00515
PM0-10035	1393997	COLI-K12-27 // TU0-8636
PM0-45561	3119343	COLI-K12-62
PM0-45998	4281129	COLI-K12-85
PM0-45926	4019932	COLI-K12-80 // TU0-42519 // TU0-14052
PM0-2002	594685	COLI-K12-11 // TU0-1822
PM-8770	3167771	COLI-K12-63 // TU-8387
PM0-7323	1050528	COLI-K12-21
PM0-10556	786893	COLI-K12-15 // TU0-14819
PM0-44521	563830	COLI-K12-11
PM0-4844	1940658	COLI-K12-38 // TU0-4604
PM0-9791		TU0-14511
PM0-9692	913352	COLI-K12-18 // TU0-14451
PM0-44888	1421773	COLI-K12-28
PM0-44452	345659	COLI-K12-6
PM00339	455801	COLI-K12-9 // TU00251
PM0-44817	1269235	COLI-K12-25
PM0-45251	2235945	COLI-K12-44
PM00241	1793745	COLI-K12-35 // TU00174
PM242	4539894	COLI-K12-91 // TU183
PM0-45181	2054778	COLI-K12-41
PM0-45617	3214558	COLI-K12-64
PM00654	2518946	COLI-K12-50 // TU00495
PM0-10016	1119832	COLI-K12-22 // TU0-13127
PM0-45545	3090906	COLI-K12-61
PM0-45982	4220536	COLI-K12-84
PM0-45910	3992106	COLI-K12-80
PM0-1727	3217142	COLI-K12-64 // TU0-1546
PM0-10518	4325087	COLI-K12-86 // TU0-14133
PM0-6143	2374909	COLI-K12-47
PM0-4644	1357397	COLI-K12-27 // TU0-4404
PM0-44505	515116	COLI-K12-10
PM0-9643	432201	COLI-K12-8 // TU0-12921
PM0-9769		TU0-13586
PM0-44438	319439	COLI-K12-6 // TU0-12885
PM0-44872	1403960	COLI-K12-28
PM0-44801	1227906	COLI-K12-24
PM00323	85540	COLI-K12-1 // TU0-6882
PM00218	1165215	COLI-K12-23 // TU00158
PM0-45237	2212771	COLI-K12-44
PM00638	2707654	COLI-K12-54 // TU00526
PM186	3399151	COLI-K12-68 // TU0-14388 // TU00304
PM0-45168	2031227	COLI-K12-40
PM0-45601	3182853	COLI-K12-63
PM0-45529	3031061	COLI-K12-60
PM0-1	3495776	COLI-K12-70 // TU0-0
PM0-10474	4092408	COLI-K12-82 // TU0-14787
PM0-45966	4134112	COLI-K12-82
PM0-46388	3338124	COLI-K12-66 // TU0-42674
PM0-1421	4446425	COLI-K12-89 // TU00250
PM0-9605	3698159	COLI-K12-74 // TU0-13973
PM0-5501		TU0-5261
PM0-44423	294880	COLI-K12-5
PM0-44489	489548	COLI-K12-9
PM0-44785	1208750	COLI-K12-24
PM0-9751		TU0-13525
PM00193	3530701	COLI-K12-70 // TU00141
PM0-44856	1349890	COLI-K12-27
PM00622	4358129	COLI-K12-87 // TU00467
PM00303	4095495	COLI-K12-82 // TU00219
PM0-45152	1981584	COLI-K12-39
PM0-45221	2166582	COLI-K12-43
PM0-45513	2989901	TU0-13763 // COLI-K12-59
PM167	3126228	COLI-K12-62 // TU0-1963
PM0-45881	3834767	COLI-K12-76
PM0-45585	3164052	COLI-K12-63
PM0-10449	1986025	COLI-K12-39 // TU0-14767
PM-8803	3680039	COLI-K12-73 // TU-8417
PM0-46370	1994917	COLI-K12-40 // TU0-42622
PM0-45950	4077203	COLI-K12-81
PM0-44407	274539	COLI-K12-5
PM0-1302	1156849	COLI-K12-23 // TU0-1142
PM0-9587	887280	COLI-K12-17 // TU0-13070
PM0-5243	4368639	COLI-K12-87 // TU0-5003
PM0-44769	1196884	COLI-K12-24
PM0-44473	415071	COLI-K12-8
PM00168	3265115	COLI-K12-65 // TU00125
PM0-9726	1382093	COLI-K12-27 // TU0-14473
PM00605	4514750	COLI-K12-90 // TU00151
PM0-44840	1315265	COLI-K12-26
PM0-45136	1948802	COLI-K12-39
PM00279	1297636	COLI-K12-26 // TU00198
PM0-45497	2983646	COLI-K12-59
PM0-45205	2105307	COLI-K12-42
PM0-45865	3791857	COLI-K12-76
PM101	4549541	COLI-K12-91 // TU101
PM0-1041	2974591	COLI-K12-59 // TU0-881
PM0-45569	3132106	COLI-K12-62
PM0-46353	3694466	COLI-K12-74 // TU0-13972
PM0-45934	4049008	COLI-K12-81
PM0-44391	234784	COLI-K12-4
PM-8779	3294094	COLI-K12-66 // TU-8396
PM0-9561	3988797	COLI-K12-79 // TU0-14403
PM0-1122	1327325	COLI-K12-26 // TU0-962
PM0-44753	1168242	COLI-K12-23 // TU0-41673
PM0-4943	365601	COLI-K12-7 // TU0-4703
PM00148	753990	COLI-K12-15 // TU00106
PM0-44457	383209	COLI-K12-7
PM0-45120	1920108	COLI-K12-38
PM0-9708	701231	COLI-K12-14 // TU0-14464
PM00592	2403184	COLI-K12-48 // TU00310
PM0-44824	1287979	COLI-K12-25
PM0-45481	2939743	COLI-K12-58
PM0-45774	3582757	COLI-K12-71
PM00254	3352531	COLI-K12-67 // TU00182
PM0-45849	3749928	COLI-K12-75
PM0-10195	4605804	COLI-K12-92 // TU0-14216
PM0-45189	2077441	COLI-K12-41
PM0-10370	3799159	COLI-K12-76 // TU0-14744
PM0-46164	1994941	COLI-K12-40 // TU0-42465
PM00662	696386	COLI-K12-13 // TU00507
PM0-46334	950377	COLI-K12-19 // TU0-13083
PM0-3802	347870	COLI-K12-6 // TU0-3602
PM0-45553	3109233	COLI-K12-62
PM0-44375	192812	COLI-K12-3
PM0-8916	176561	COLI-K12-3 // TU0-8480
PM0-45918	4003881	COLI-K12-80
PM0-9522	491280	COLI-K12-9 // TU0-12948
PM0-44662	926683	COLI-K12-18
PM0-10540	3204402	COLI-K12-64 // TU0-8757
PM0-44737	1125827	COLI-K12-22
PM00026	940046	COLI-K12-18 // TU00019
PM0-4741	182447	COLI-K12-3 // TU0-4501
PM00129	3551046	COLI-K12-71 // TU00091
PM0-45029	1741293	COLI-K12-34
PM0-9676	90688	COLI-K12-1 // TU0-14443
PM0-45104	1905110	COLI-K12-38
PM00498	4179086	COLI-K12-83 // TU0-7002
PM0-44445	320705	COLI-K12-6
PM00575	1194184	COLI-K12-23 // TU00425
PM0-45390	2639972	COLI-K12-52
PM0-44809	1243802	COLI-K12-24
PM0-45465	2872050	COLI-K12-57
PM0-45758	3530507	COLI-K12-70
PM00228	624054	COLI-K12-12 // TU00166
PM0-45833	3714536	COLI-K12-74
PM0-10178	4263612	COLI-K12-85 // TU0-14120
PM00646	563926	COLI-K12-11 // TU00491
PM0-10349	3655823	COLI-K12-73 // TU0-14736
PM0-46126	3184062	COLI-K12-63 // TU0-13843
PM0-45176	2040318	COLI-K12-40
PM0-46318	2276299	COLI-K12-45 // TU0-13553
PM0-36252	3296919	COLI-K12-66 // TU0-13876
PM0-45537	3084272	COLI-K12-61
PM0-4436	3865567	COLI-K12-77 // TU0-6003
PM0-8856	4599638	COLI-K12-92 // TU0-8868 // TU00261
PM0-45902	3938666	COLI-K12-78
PM0-9409	1439804	COLI-K12-28 // TU0-13241
PM0-44646	872192	COLI-K12-17
PM0-10504	1620938	COLI-K12-32 // TU0-14797
PM0-44721	1097047	COLI-K12-22
PM00007	289564	COLI-K12-5 // TU00005
PM0-46402	4240314	COLI-K12-85 // TU0-14113
PM00104	2980230	TU0-42571 // COLI-K12-59 // TU00076
PM0-45013	1702888	COLI-K12-34
PM0-9624	2732317	COLI-K12-54 // TU0-14423
PM0-45088	1874801	COLI-K12-37
PM00481	3964185	COLI-K12-79 // TU0-42518 // TU0-6941
PM0-44430	310656	COLI-K12-6
PM00558	765149	COLI-K12-15 // TU00408
PM0-45374	2560015	COLI-K12-51
PM0-44793	1214836	COLI-K12-24
PM0-45449	2793493	COLI-K12-56
PM0-45742	3497792	COLI-K12-70
PM00202	3243024	COLI-K12-65 // TU00150
PM0-45817	3672780	COLI-K12-73
PM0-10157	3929126	COLI-K12-78 // TU0-14032
PM00630	2310909	COLI-K12-46 // TU00477
PM0-10279	3193262	COLI-K12-64 // TU0-14716
PM0-46107	4607379	COLI-K12-92
PM0-45160	1995847	COLI-K12-40
PM0-46300	1445516	COLI-K12-29 // TU0-8795
PM0-36238	1493158	COLI-K12-29 // TU0-8700
PM0-45521	3007941	COLI-K12-60
PM0-44345	35440	COLI-K12-0
PM0-8738	517792	COLI-K12-10
PM0-45889	3853813	COLI-K12-77
PM0-9373	2962242	COLI-K12-59 // TU0-13745
PM0-44629	841376	COLI-K12-16 // TU0-13056
PM0-10466	3611462	COLI-K12-72 // TU0-14783
PM0-44705	1050596	COLI-K12-21
PM0-9990	641126	COLI-K12-12 // TU0-8536
PM0-46380	2797106	COLI-K12-56 // TU0-8745
PM00084	1003955	COLI-K12-20 // TU00061
PM0-44997	1665264	COLI-K12-33
PM0-9595	1145812	COLI-K12-22 // TU0-14333
PM0-45072	1842910	COLI-K12-36
PM00464	3880756	COLI-K12-77 // TU0-1193
PM0-44415	284577	COLI-K12-5
PM00542	1108501	COLI-K12-22 // TU00297
PM0-45358	2516301	COLI-K12-50
PM0-44777	1201407	COLI-K12-24
PM0-45433	2752789	COLI-K12-55
PM962	4391700	COLI-K12-88 // TU00236
PM00178	2823813	COLI-K12-56 // TU00133
PM0-45801	3617026	COLI-K12-72
PM0-45726	3428084	COLI-K12-68
PM00613	2808769	COLI-K12-56 // TU00459
PM0-10246	606954	COLI-K12-12 // TU0-8266
PM0-10137	3436023	COLI-K12-68 // TU0-13909
PM0-45144	1971486	COLI-K12-39
PM0-46218	2516429	COLI-K12-50 // TU0-42504
PM0-46091	4579525	COLI-K12-91
PM0-45505	2986366	COLI-K12-59
PM0-4428	1887831	COLI-K12-37 // TU0-4187
PM0-36223	146745	COLI-K12-2 // TU0-8486
PM0-45873	3819279	COLI-K12-76
PM0-9325	453573	COLI-K12-9 // TU0-14251
PM0-8705	484923	COLI-K12-9 // TU0-8325
PM0-10437	3965823	COLI-K12-79 // TU0-14039
PM0-44689	1014726	COLI-K12-20
PM0-44614	797815	COLI-K12-16
PM0-46361	4414892	COLI-K12-88 // TU0-14156
PM00060	1279030	COLI-K12-25 // TU00044
PM0-9974	400587	COLI-K12-8 // TU0-14613
PM0-44399	246641	COLI-K12-4
PM0-45056	1805743	COLI-K12-36
PM0-44981	1632980	COLI-K12-32
PM0-9574	2906696	COLI-K12-58 // TU0-14412
PM00526	2432037	COLI-K12-48 // TU00232
PM00445	3472643	COLI-K12-69 // TU00348
PM0-44761	1182071	COLI-K12-23
PM0-45417	2722055	COLI-K12-54
PM0-45342	2464535	COLI-K12-49
PM00156	328585	COLI-K12-6 // TU00115
PM0-45785	3602338	COLI-K12-72
PM786	3616560	COLI-K12-72 // TU685
PM0-45128	1934614	COLI-K12-38
PM0-10215	4636183	COLI-K12-92 // TU0-14683
PM0-45710	3390097	COLI-K12-67
PM00600	3088349	COLI-K12-61 // TU00452
PM0-46184	3923697	COLI-K12-78 // TU0-14029
PM0-10119	3067893	COLI-K12-61 // TU0-13800
PM0-45489	2967604	COLI-K12-59
PM0-4102	17317	COLI-K12-0 // TU0-3862
PM0-46075	4518563	COLI-K12-90
PM0-45857	3766087	COLI-K12-75
PM0-9197	3372605	COLI-K12-67 // TU0-8761
PM0-36193	3946044	COLI-K12-79 // TU0-8808
PM0-10383	1545229	COLI-K12-31 // TU0-13284
PM0-44673	950451	COLI-K12-19
PM0-8583	3066207	COLI-K12-61 // TU0-8203
PM0-46344	3782226	COLI-K12-75 // TU0-13995
PM00038	3559994	COLI-K12-71 // TU00031
PM0-44598	748405	COLI-K12-15
PM0-44383	211858	COLI-K12-4
PM0-45040	1762948	COLI-K12-35
PM0-9957	71271	COLI-K12-1 // TU0-12804
PM0-9548	179196	COLI-K12-3 // TU0-12823
PM0-45037	1756968	COLI-K12-35
PM0-44965	1607206	COLI-K12-32
PM0-44745	1152417	COLI-K12-23
PM00506	4481950	COLI-K12-89 // TU0-6405
PM00427	2911851	COLI-K12-58 // TU521
PM00139	1984262	COLI-K12-39 // TU00098
PM0-45398	2654939	COLI-K12-53
PM0-45326	2421636	COLI-K12-48
PM0-45112	1913051	COLI-K12-38
PM0-45766	3554970	COLI-K12-71
PM66	1189706	COLI-K12-23 // TU00319
PM00583	3208757	COLI-K12-64 // TU00435
PM0-10186	4380641	COLI-K12-87 // TU0-14146
PM0-45694	3372725	COLI-K12-67
PM0-45473	2903628	COLI-K12-58
PM0-46141	2817220	COLI-K12-56 // TU0-42458
PM0-10100	2650346	COLI-K12-53 // TU0-13652
PM0-45841	3725820	COLI-K12-74
PM0-36261	4254480	COLI-K12-85 // TU0-36442
PM0-46059	4494372	COLI-K12-90
PM0-10361	4484162	COLI-K12-89 // TU0-14175
PM0-8900		TU0-8464
PM0-36155	1313420	COLI-K12-26 // TU0-36411
PM0-46326	1337333	COLI-K12-26 // TU0-13199
PM0-44654	906121	COLI-K12-18
PM0-8441	4109547	COLI-K12-82 // TU0-8061
PM0-44367	157055	COLI-K12-3
PM00015	808515	COLI-K12-16 // TU00013
PM0-44582	682817	COLI-K12-13
PM0-9512	3453553	COLI-K12-69 // TU0-13913
PM0-45021	1723679	COLI-K12-34
PM0-9871	4398243	COLI-K12-88 // TU0-14568
PM0-44729	1117864	COLI-K12-22
PM00489	4126581	COLI-K12-82 // TU0-2706
PM0-44949	1542849	COLI-K12-30
PM00114	3598886	COLI-K12-72 // TU00084
PM0-45382	2593960	COLI-K12-52
PM00411	2533502	COLI-K12-50 // TU0-4786
PM0-45096	1891345	COLI-K12-37
PM0-45750	3524351	COLI-K12-70
PM0-45310	2383772	COLI-K12-47
PM00566	12144	COLI-K12-0 // TU00418
PM0-10168	4040072	COLI-K12-81 // TU0-14057
PM587	460666	COLI-K12-9 // TU487
PM0-45457	2859463	COLI-K12-57
PM0-46115	4638381	COLI-K12-92
PM0-45678	3326879	COLI-K12-66
PM0-45825	3694418	COLI-K12-74
PM0-36245	2263352	COLI-K12-45 // TU0-14238
PM0-10082	2232011	COLI-K12-44 // TU0-13538
PM0-10300	2812838	COLI-K12-56 // TU0-8849
PM0-8758	715864	COLI-K12-14 // TU0-8375
PM0-46043	4456104	COLI-K12-89
PM0-46308	1842924	COLI-K12-36 // TU0-13390
PM0-44638	852306	COLI-K12-17
PM0-3382	3037844	COLI-K12-60 // TU0-3202
PM0-44352	79594	COLI-K12-1
PM0-9998	877293	COLI-K12-17 // TU0-8632
PM0-8184	4633376	COLI-K12-92 // TU0-7804
PM0-9394	480018	COLI-K12-9 // TU0-12943
PM0-45005	1676401	COLI-K12-33
PM0-44566	664436	COLI-K12-13
PM0-44713	1069268	COLI-K12-21
PM00473	3920548	COLI-K12-78 // TU00243
PM0-9847		TU0-8660
PM00095	4630727	COLI-K12-92 // TU00220
PM0-45366	2524931	COLI-K12-50
PM0-44933	1513439	COLI-K12-30
PM0-45080	1868388	COLI-K12-37
PM0-45734	3476562	COLI-K12-69
PM00385	1944040	COLI-K12-39 // TU0-6661
PM00550	1328842	COLI-K12-26 // TU0-2504
PM0-10148	3717120	COLI-K12-74 // TU0-8589
PM0-45294	2356968	COLI-K12-47
PM0-45441	2758529	COLI-K12-55
PM0-46099	4593970	COLI-K12-92 // TU0-14211
PM502	384429	COLI-K12-7 // TU302
PM0-45809	3635523	COLI-K12-72
PM0-36230	852321	COLI-K12-17 // TU0-13059
